SST,access_cm2,cams_csm1_0,canesm5_canoe,cesm2,ciesm,cmcc_cm2_sr5,cmcc_esm2,cnrm_cm6_1,cnrm_cm6_1_hr,cnrm_esm2_1,ec_earth3_cc,fgoals_f3_l,fgoals_g3,fio_esm_2_0,hadgem3_gc31_ll,ipsl_cm6a_lr,kiost_esm,mcm_ua_1_0,miroc_es2l,miroc6,nesm3,noresm2_lm,noresm2_mm,ukesm1_0_ll
-0.5,4777.0893156216935,451083.75255050324,1557715.65899235,202869.51925566702,,71811.76449755598,23182.590350650597,334533.55443457444,347345.4627424001,,,637562.3850475149,1072865.7717637438,561378.6517149324,295302.64548932866,83747.41587793699,311737.41118373163,950482.4095346872,350111.7691031436,356256.44876030856,263779.41419075686,776602.7439664435,712133.8861083332,421053.3728116825
-0.25,33363.53082968422,446888.23272523284,1494651.9512810986,1216154.2520107443,,752927.3350220397,348991.1382307579,264123.40037593315,299279.01758427033,,,702981.0626686784,947124.2362353988,770949.930170275,285454.01427948056,136693.10036194627,364486.18130536657,617623.5221981835,356843.1712295802,280715.5613828786,432942.1356780657,627306.9561965642,667842.5107444609,508375.6795260641
0.0,62128.45430205818,400007.03181646485,1157131.3691626247,1577932.3105098493,,695769.0930661112,940721.7708337479,272106.84508509166,283783.9644941669,213932.05180447883,,755278.6929091755,924615.0709560625,772982.1359916378,383351.23661580984,163643.80715620692,1154610.2181852171,515086.50308183394,474328.97360252496,239742.1866735497,394652.26734533766,559349.4348701229,702510.5968937464,902477.0152757312
0.25,110810.10428664947,375067.09968466964,1438856.2210612576,1528368.4126339974,,940744.4398255902,1061697.813280035,263750.9466467174,267545.79000207316,196567.05809951815,,754403.579680929,891240.2385127954,703644.4621912688,490635.4534423216,184562.17023367318,1054299.2215333264,804612.8208903112,334792.7958978079,300672.9511635485,419866.91035905527,513606.64855101705,892876.9848440774,1029459.0310408212
0.5,90837.03881770032,398100.21323528886,1497499.0802208222,1362213.8144234717,,1097538.4450406763,1127801.795320224,260242.12989554647,268139.4106452456,188611.43278077856,1934.5146000089921,716128.6612930717,1049650.2235280927,711441.9849380525,776628.7916490282,219410.73891386436,1070472.3405252937,895330.5674048346,279444.60427414905,259984.97895082925,767842.7186686578,556015.8852297142,1790150.1599093005,945302.3788962541
0.75,126987.09583085601,265795.00823990256,1241764.213355232,1363195.84057678,,1252214.396836869,1296309.7919793562,298712.2874873751,267976.75376384147,206417.9882571951,4519.0088763197,621750.9575079968,1034158.7130629066,652747.947861806,884596.0467211027,288361.2038115086,1032096.9604717363,1113542.1282702927,268587.6445331825,250102.41973759094,1359092.7045787326,1126577.3660690729,1124411.879071232,874759.2578600617
1.0,271549.5010883773,317874.9759827554,1285546.5959514678,1579162.6964900047,,1234932.347615363,1140328.9377222853,339922.58452658774,246757.3172826888,187777.91426616232,4433.636336147321,619643.1171468114,1385950.6762092449,673742.6916705323,864609.1139903595,272855.1825289633,1169970.802001236,813442.3228563722,257329.980274308,261306.75550992088,1706095.8954966469,1223118.0214357972,1160753.792089533,995761.3362119449
1.25,1159073.8867959508,302505.2971394472,1315404.271945756,1378551.949354533,,1180967.1687369319,1357156.3056969102,366668.48835934745,237525.30188949686,204136.56519886083,13613.877536405074,708383.7358279405,1630061.812569417,656976.4569102917,636743.6840413827,258041.5008991789,1299517.5675102137,574183.2648696732,272904.6958173034,254292.8777838028,1501341.4884072589,1577002.2115610167,1688581.7131932378,1180417.004299311
1.5,1200449.4596876912,380659.2016369421,1239190.3754617274,1336243.2296738066,,1198667.4374528686,1291979.6763537703,421671.08357382147,247366.34767517634,181965.92291745404,27866.569839534808,571233.879298253,1529480.9486378431,721780.7377984589,752737.9238675293,262897.8635179559,1720780.2428389136,878994.5208876524,281582.8327001459,260716.84751704615,1761349.5027353112,1678148.621349344,2116449.62856422,1016511.1867409553
1.75,1310382.4790924974,425178.369169198,1470869.3945406936,1231979.6551042013,,1238024.2570684329,1515785.2264476754,451338.09039269574,338689.1969790431,199658.14557974995,333432.77067258453,705418.8082751315,1407958.8882095888,752804.818429891,831680.559913883,307957.91089931224,2012532.9715754855,894621.8915108871,230955.92675507627,283238.14247300336,1900868.608295003,1896089.4790776148,1779332.990204297,980821.1552992184
2.0,1370329.6226725802,487485.0815136973,1212725.125067778,1200223.4286592547,3952.8059075504093,1725913.3955635354,2027258.7449732982,483212.30782959424,342378.4382703826,170036.66444178065,399492.93546701263,913056.0760854892,1443378.7525030337,761662.542092816,844286.32665696,370766.6489210967,2197526.084244337,956158.3595050201,220852.9856885653,259213.83254109044,2210513.459611129,1795496.4561932888,1784064.9706230424,1018021.1660535224
2.25,1245384.0091708135,674122.0451080408,1354833.8172609545,1251232.1053000446,21704.90091830103,2081140.9264786951,1990242.522412829,533593.6692484813,306963.542499871,192547.60354091856,343282.90117241605,1063902.1533073634,1569502.9084555656,956351.0457731215,802081.240300551,417829.9811495417,1976516.6519498155,1117836.7992990948,190835.1348547861,360796.5771649289,2226489.834277304,1764240.291568447,1793566.74951493,907500.6115897987
2.5,1058582.2797724912,1210446.987576861,1340018.3581492305,1200654.5358987115,49411.16607306303,2087402.4022844322,1780335.681431057,547848.5851159776,303508.46732170135,170864.39882706432,361204.03229364543,1347094.8041631076,1594967.3151676469,1507209.764066469,879314.9855793267,455799.8763630083,1789801.080487553,1184980.3963211551,206212.65462880023,429506.06035232823,2414685.5155369025,1859706.105983682,1851825.256835442,1055388.7062042076
2.75,1042726.0751673216,1422044.6206346788,1288732.9339538626,1338426.3798671626,76853.74580259636,1853927.8080297932,1788555.9615570623,668176.2164680827,364438.24987645354,208880.9588139099,387526.35306128766,1268143.728458736,1700419.4322247244,1608209.8510776795,980803.7576135807,599299.5313586625,1755897.4816960916,1048535.0003545061,347874.7278283294,655730.6963663632,2262185.3472406864,1705666.863759283,1860275.3175210059,1226589.962967096
3.0,1017245.6254088338,1187036.189020874,1348785.1763114147,1338170.1063223071,330213.4676654771,1745828.1886095256,1700256.202601172,1152692.9225307778,437382.75029535964,253517.00002020504,357898.30494358414,1184913.5910166502,2007010.9659703113,1787929.034335291,1597859.6381215528,634741.8678088672,1677280.6257476956,1225754.939369332,322332.33433830366,944025.6302117743,1880881.477922745,1506977.0329594351,1601388.7961917333,1550669.817922702
3.25,972075.0239648055,1503969.1187871322,1184591.773671504,1401306.0885947943,268814.51331023546,1537695.1205786169,1493621.1145660318,1260508.3224621732,513096.50054908544,268959.94623820996,445719.1497048419,1254406.8225568365,1550287.0755613633,1626274.646138763,1378801.6126688085,805149.3386289934,1629506.9303215034,1477220.4015549645,330120.80216006376,1155968.9650374958,1898023.049627956,1514539.7488641702,1460032.735221412,1566680.6782911085
3.5,992076.6192697603,1568665.6271053385,1083026.8174740747,1504308.9754466712,515123.6416351864,1470184.6080418788,1317778.4975223802,1090179.0444044024,575008.0663165189,350070.77480089664,438096.79684688104,1268468.8617886044,1476315.4877460673,1466138.8129181396,1400848.278812142,1253689.4526865734,1626593.151301287,1321799.9629757293,386961.22814365756,1610416.8198499857,1941464.2148522846,1505651.6096505597,1349404.6596867554,1570048.50415539
3.75,1012334.7517396566,1626846.5582232475,1146073.7486426644,1553659.204038348,937288.403239591,1221069.29346456,1278459.1099932827,1333731.6062744148,637122.5979567403,374594.13117355155,576615.440619471,1401931.4302414544,1526190.705885291,1517374.0133757964,1576878.3248509169,1416257.9795006793,1463137.9795866832,1165265.7717832103,453683.5310749402,1492277.8238891065,1788960.1518709287,1338147.5369108059,1388787.8473745137,1624542.5199886933
4.0,1083753.3542766366,1667729.8208174482,1151566.3081668876,1488812.2614800408,1148344.5501833502,1221212.6090061776,1167730.3663774207,1412042.1095612328,655694.1482989313,463521.2795385169,545579.9126943164,1330021.78478235,1448098.3297587484,1477032.5970579796,1576903.4083878174,1922245.1041492932,1560730.7460431606,1434684.1847594343,523411.2907312671,1489496.2361314204,1771833.7358211689,1397517.0267113447,2003061.9313873276,1649818.430328086
4.25,1216053.9519701526,2613041.1437201947,1126469.9290888496,1361518.2797053456,1287863.5370569108,1075696.3863783032,1210355.7269410528,1538993.815293774,709369.0831555706,536791.049783547,750394.5555990944,1395871.3318332285,1383803.3556589857,1548907.1231379993,1710462.2927383073,1628220.425100118,1344059.0146016441,1614917.62712387,656723.8227072852,1504864.8298915438,1614344.0976611301,1482509.033492349,1706867.4030424878,1653044.0671450607
4.5,1220575.4762646165,2641690.714386098,1075888.5284157097,1470494.0042534173,1348120.5713491272,1062892.6020805314,1084363.9772949852,1479910.0455243848,746743.2831636649,790762.0591767356,662690.0235411618,1528277.42505569,1360606.2127612457,1467651.500312902,1569630.3522769995,1871336.601709677,1357902.626054965,1489294.0408774577,784600.3110099966,1753795.152430009,1624368.5102551244,1679771.9815622866,1610518.9017370716,1469338.022072155
4.75,1186475.178601062,2786481.8083697334,1036480.1759049445,1406562.271257177,1345038.910314992,1029699.2330553606,1035468.5136229359,1415324.4427486025,986432.0163046475,968642.586431426,721341.008009959,1556300.3285096213,1128185.824534595,1412785.8091911376,1658197.8635819964,2044022.381172197,1441285.27177836,1648511.1072271243,1049423.2865571845,1690357.2026454285,1556035.0979298241,1663556.2509142235,1658411.512169093,1502512.7657060027
5.0,1300681.0877292566,2571615.4200872965,1119718.6570857987,1503566.4647282586,1537131.544581607,959058.0976654254,1000526.7924904749,1641713.9607412405,1107901.7632218227,1114875.461077095,813671.1962984866,1785676.7647786252,1159085.4319598004,1498181.6468016356,1495743.9951910265,1905732.901841659,1342398.5355821922,1533559.3617927916,1089202.0448742397,2174472.0849198997,1525035.1371142492,1413491.0669243857,1530643.0554009676,1396035.902932208
5.25,1341362.8326292038,2344419.6373479962,1021322.0781399608,1411598.1052446067,1601279.4376514032,1005336.6307475157,1106154.912108697,1705884.078859713,1276231.4586520381,1120053.2437076923,1058099.9372332664,1573602.1474617124,1134228.9532356337,1468845.3324417248,1582009.146287609,1789708.8383421153,1383468.144535564,1464500.6841057874,1283608.8710546251,2174911.280853223,1472293.7589021102,1386353.864790216,1491545.6054782122,1353784.6622873172
5.5,1653991.1455914527,2638589.478903923,1024932.4552074522,1460701.7893334478,1848116.3155427258,901906.6377086006,995227.9345252439,1665008.9065985456,1190066.8319204077,1067915.2142227497,1195981.7484209854,2023756.320998013,1120461.3841964975,1509577.7242517322,1498699.5842817053,2162389.8284219913,1372030.23697602,1027274.5481103733,1701837.6817033198,2084703.7778644226,1441081.6527945101,1559795.9438067675,1411570.5752469525,1418217.0377604626
5.75,1706871.928455215,1895136.1877374277,1101669.4704347998,1420471.2794519812,1900624.3657881506,886945.5243145004,1277310.1401807144,1856934.261568252,1332024.3216175064,1339049.8137535155,1514717.8498677202,1927936.2050573155,1057284.059182033,1614662.5017061569,1385444.8350793906,2105931.786370218,1358865.0215600207,1051708.5403874218,1902614.2723916005,2077532.653052479,1358119.4464164749,1538803.4038223326,1255890.586629212,1387792.7054744624
6.0,1758227.7267075516,1831336.1490980312,1052606.8713857606,1495767.4425409809,2155219.408192344,1019577.461608287,1458337.2118471898,2141419.261091549,1782935.8240227327,1617833.598141577,1525836.8696557675,1764149.9726170003,1175140.1092182547,1629488.6673355289,1345210.2423902974,2010749.5175477192,1417606.2204377353,1155581.4235562235,2146133.847429676,1947876.1455314085,1305587.001020342,1508906.9594269395,1230171.54764802,1265816.1943075694
6.25,1745896.4225056767,1696802.9875012338,996059.1735619158,1518045.6113364995,2166039.6018393915,781786.6812148318,1811850.3621943593,2072204.0580734275,1822565.5003555939,1502769.7952574212,1472100.8269495815,1660139.6129050106,1071450.127763413,1627855.9052212313,1437123.8019684516,1662178.7821057364,1706767.2713370994,1149803.397860095,2188499.3656379506,1996557.1081909202,1380383.8501457348,1301637.3314954862,1350667.855751805,1421891.8893651813
6.5,1940199.8612066582,1580657.248673305,1080451.0780832544,1472037.4539322034,2164005.4341693483,1009459.5410700701,1494856.7531251237,2180342.8089873493,1880121.5435571745,1565243.363200713,1790662.8766004518,1572846.1334685609,1038215.0214146003,1632959.3041453436,1343157.7743664645,1583346.965966016,1554049.7311652675,1041246.1617569849,2458149.3391445167,1909848.2024703808,1244004.708305806,1313397.5786210373,1180499.2669825628,1280661.124763012
6.75,2059051.5843485706,1665900.9820311368,937335.3742695004,1665575.341375865,2303865.8425680175,1183805.2904843986,1384163.4518468603,2023790.7151623853,2126781.511573836,1980058.6612335593,1678393.6684073266,1533342.8953150138,1082144.8058129773,1598324.9707648382,1419212.4947522208,1560251.8426770829,1607739.9407152832,1293609.685019441,2034630.0022604838,1830181.6680529825,1219122.9399381205,1266312.2341926694,1223619.0949008912,1280319.9623060673
7.0,1872283.2672797963,1557425.8649952486,1219679.308146149,1667090.126963146,2272683.8438656554,1610086.0858479738,1249750.9316675067,1962315.897850629,2791339.5785804912,2184808.332534723,2192521.2814857922,1494666.8283275515,1049611.7160040513,1439514.7355189025,1377135.9880179614,1653336.0526150987,1543932.1552529484,1315116.576432854,1574267.0426950417,1597548.260471616,1205353.038294889,1273836.3163966537,1293954.9332746863,1260414.8945424631
7.25,2063555.2852421403,1559804.7990344763,879349.9546520934,1892943.0122298226,2217810.9807698093,1386347.701539673,1215117.2011022642,1708439.4956548586,2253150.5653368793,2550435.4811246432,2517595.7410858646,1609209.5894424096,991143.4736084491,1570562.7392712757,1318295.9816809222,1568453.6914819814,1716904.6956216246,1071994.0107833073,1970963.1346419416,1668266.0133707374,1239931.4558544084,1320687.8190410659,1395478.9929575548,1257646.8043821082
7.5,1845147.231864579,1293586.3339131102,1162059.477399528,1702059.430920124,2062291.924492389,1308495.2511124834,1232989.937270902,1774730.5049545243,3045069.7735409737,2702328.9892097227,2239203.392635066,1542223.1351096183,1159947.4833557606,1510848.5471227393,1365537.8812118545,1620418.3999857306,1715622.3299369663,1050318.6651900113,2269930.038471561,1453791.66138421,1210362.462151371,1180347.6058046147,1593546.60267137,1243654.1414249986
7.75,1935098.682370931,1446199.6068340838,933763.0100564063,1696410.7183059528,2049384.1824922562,1256996.2898983806,1102319.2350326702,1608640.7055548579,2353142.884387199,2251648.8334351294,1810753.224607803,1416801.5437165871,1137001.0637536198,1449952.626356788,1312515.8041919097,1507697.1223486885,1826819.5612569675,1077127.164787367,2861248.2754129097,1471448.7218437567,1271436.7712475061,1250500.5532100573,1449734.358502999,1225045.638221413
8.0,1626877.4973192662,1382797.8400615156,1138036.923677355,1579558.9178348333,1950346.252471473,1013656.91539976,1165230.801868856,1510074.0416486189,2157491.7026920095,2584361.2553796954,1676664.3088150844,1404894.9024477005,1057824.5062042624,1404436.126082167,1342825.224854663,1527910.3308462724,1570226.4208132848,1290726.9661476389,2066405.4208239391,1526935.5644974858,1149313.8267303184,1187000.4177373424,1202879.062081255,1193345.6656066775
8.25,1885504.8559893966,1403794.2419609725,1226000.4763300866,1592701.8849297762,1783038.8164778352,1213171.178779006,1344059.404427819,1321059.7097132206,2013731.5542106256,2617102.6255734637,1808299.6647300422,1548455.133352369,1079955.7448038235,1312055.9570704848,1305670.9269496948,1429691.5065802634,1358208.8634083942,940809.4603082091,1998427.908204332,1388388.5086475238,1113383.8131517395,1453694.2706394047,1424818.4961989075,1202986.1642512307
8.5,1567141.8866255954,1423386.834553562,1111954.1401990876,1471643.647183694,1779543.4433276802,1188975.9237825423,1221537.7631197572,1402609.6482263282,1714151.1365300417,2355792.8912348263,1632861.396967847,1276855.3572954908,1254717.4721830264,1313623.188899763,1257419.828480497,1438818.7687373385,1690578.8482737243,755794.8159783259,2005495.9341772124,1594782.9281687662,976341.1149675399,1514601.6491048485,1467725.0974492356,1214686.4115536883
8.75,1729099.0473115817,1547352.5076565892,1222109.4173778743,1401789.496325776,1836523.629785031,1169824.2033780068,1421443.4314430654,1303701.696158953,2019228.5622649938,2041166.146244213,1681111.2227688879,1377528.7875548676,1219860.8523419201,1337551.699843347,1193207.4139895737,1476024.9006284624,1689409.2289078832,1531537.06726297,1765658.706128016,1476636.589808166,1109589.690294601,1444659.725514084,1454161.5906125903,1316794.8907163888
9.0,1520673.2755221128,1438069.2790711075,1239259.590388149,1441889.7189040333,1768094.003355667,1218350.6978236511,1129154.8180480003,1379067.6580344588,1861344.2941136658,1938520.6888229102,1656487.2016171217,1562065.1228482574,1177956.656565547,1319398.6051843688,1408991.6183939353,1350850.118675448,1497111.0107530132,1283920.2305072546,1910364.6217836216,1565393.1259439364,1017798.5549871475,1400564.5700309798,1596512.020578958,1183499.627338633
9.25,1631042.3397543728,1569513.7488091066,1129763.101149261,1374240.3465639204,1580607.0497460216,1236124.533622019,1348783.8957906067,1152384.1896759346,1795805.807282716,1752426.2928129956,1481517.3445720673,1359284.3985992372,1693595.8130482957,1362121.26298327,1165158.6303580701,1445600.9276513383,1638526.9512533844,1014998.9503816143,1764117.4490243122,1457361.1066740453,964032.2029580101,1528119.751879938,1411862.458934918,1299899.032139182
9.5,1443291.5122776404,1672925.9400879294,1377039.0939659402,1382799.7251912877,1606694.5741713494,1065351.4866731167,1257054.279311411,1342448.6630511582,1722342.9840804562,1692992.767759584,1516453.2775273249,1445780.3767922968,2025607.8565067798,1458171.0064139068,1221802.3278847784,1423412.0650901496,1484276.8962375075,826134.2088770717,1725198.8253529146,1535270.1610695794,1117289.782089457,1518472.4773567244,1481087.6677975133,1157090.6761846542
9.75,1437225.085475698,1481644.379111372,1273167.3114627227,1377381.643945299,1537726.2596212775,1238031.2356218398,1289281.0563965887,1288952.1416071951,1714887.1978625506,1504309.3727125227,1573727.795713745,1412560.146192193,1750317.3960692808,1435043.940524727,1366400.4843675643,1350871.860525772,1501973.5344322473,960121.2585447356,1863208.5667606965,1497416.373773098,940304.3512353301,1406821.7286474034,1377632.9084583744,1458583.3833163902
10.0,1473045.4317298457,1650370.451401338,1465470.3976262584,1305102.6751900166,1389197.2893186882,1206923.6783219203,1292266.9297167659,1343840.8298285976,1565651.9386434928,1659356.4443084002,1477291.6034855917,1338177.4633378908,1514676.3775333464,1415654.9520479217,1260880.030970253,1346190.3189736083,1392525.4232452959,871787.2107270807,1986430.9044023827,1566412.4935506657,928158.2486488521,1622518.8378982395,1424045.9426122904,1209735.900706686
10.25,1460675.159116149,1689785.085056737,1366295.7228469849,1295928.47908438,1390289.4861391336,1160209.5434111804,1308403.6610257477,1311744.3800504059,1604742.3315477967,1505663.4315200597,1386051.7082627416,1505979.2069729492,1272887.3391188756,1499742.9086947143,1360814.0552057028,1246862.9891333058,1406940.523721546,1071299.9561496899,1973313.4116702005,1540990.778256096,1089590.1572876796,1483873.4939665198,1572542.6145456135,1303722.924801901
10.5,1527003.4123582095,1891957.9401993603,1470029.338713877,1288504.66220247,1405097.6329622418,1343540.7891640738,1354223.3110936359,1515088.5779855996,1619714.7745467871,1569252.326917909,1418802.9274584576,1278590.0465570837,1502086.9635077566,1462479.173427634,1349661.2257689089,1417690.9256290868,1579969.852613479,1137171.5150233135,2025726.772085607,1710046.0476549938,1073983.9269010127,1689447.8578637838,1610296.6921522915,1296081.2612497061
10.75,1231962.06479311,1642859.9043869376,1479045.4921795651,1242687.3194567263,1386600.442246452,1204974.519275695,1110675.4149414077,1287769.4824161455,1668195.8320348188,1445632.2635335177,1433661.5463775545,1458591.0635598823,1305520.9838982075,1522673.7362766638,1300519.5500638857,1300591.9737395495,1323028.7098122537,1172954.5270132646,2321655.0812274963,1689870.6191911101,972473.722482875,1653907.4926039279,1659825.3206134886,1270884.9186889306
11.0,1564439.966356948,1747924.4445132911,1447291.071825564,1169745.0412588343,1379432.3055289537,1251000.989263758,1488405.572345145,1453958.04963848,1592559.482604988,1483659.2755454853,1524611.9806838855,1514630.7556090727,1517781.0661590844,1635279.954196781,1348813.8316713125,1376957.3487008587,1463414.653688714,973350.0798691064,2229216.168335639,1770470.5588209853,1155460.9254332036,1903825.5677376837,1696433.171277374,1172066.8491759822
11.25,1192373.978196688,1841013.1933650374,1337721.2114505246,1209259.431953229,1472686.4208555296,1327364.2343804166,1485224.681256108,1278315.9132710546,1594043.2400056422,1533690.2083572298,1324592.7498204038,2083385.1956169978,1363808.1938932687,1680346.4602253065,1356133.6955311,1490306.1895787716,1535404.9064992815,1107988.9832346365,2201834.7315431386,1923006.5074758604,1080815.4011655152,1683564.3823481798,1417655.100483194,1353878.98736272
11.5,1438658.4174903259,1754911.4386080354,1468688.3328124732,1355663.9308519214,1347325.1302136853,1101568.8838511035,1553143.5191830397,1496954.2924207896,1628228.6464572176,1358860.660631664,1459999.929379359,1925530.3345362693,1732571.1456894875,1575025.3983051777,1323283.943468362,1191889.9037451074,1487238.064180687,1008596.4374003634,2294006.2941367775,1782537.3832087219,1113825.3574096486,1508349.9818303436,1470103.3477009386,1297770.9168366939
11.75,1275697.1168241426,1448132.2527619004,1498304.204194039,1123344.9628194124,1281791.804268226,1210020.6277625784,1688211.308770433,1364507.5311777517,1669879.2707605138,1517911.9861410484,1452040.6039444655,1728120.8321859837,1572319.699858427,1962816.9454626963,1344970.7035910413,1279711.0101578832,1470899.307074383,1537795.1941781864,2205234.045791082,1974666.027873844,1391750.6508435383,1458515.5475617796,1615981.9219566435,1088978.7784607038
12.0,1156042.8312557042,1920718.4848937243,1256784.0013215095,1457841.6308980435,1240917.154777646,1291723.0450316519,1736919.290351443,1456043.8443277702,1700652.9281500354,1410401.4687940627,1383325.6172712073,1585289.1278767586,1456973.514346242,1928465.3111514598,1415104.7784772366,1436995.1650379747,1628468.7979904264,1322740.2227620184,2054627.9773936048,1584433.9821790308,1259808.4419652522,1694445.6170876771,1335448.1732022166,1581393.5146795064
12.25,1392292.8102511168,1213530.084336251,1485519.162568748,1455570.91346851,1206025.4569009095,1169564.069633089,1617651.9272786528,1484746.222268477,1776791.0344675183,1399822.7470663711,1599489.541194819,1626995.147548303,1795679.3307604194,1729068.6321757734,1259791.8414794728,1069903.6695297733,1335201.046166703,644911.7147206739,2096914.0619298369,1692049.0525312424,1253176.9634798318,1236994.7246239334,1475199.1954278946,1305839.464839995
12.5,1105688.8689397052,1523947.5124355257,1413307.4528187215,1508083.9313565046,1618623.1943462417,1074481.4256876186,1468176.7232087553,1430217.6574829519,1702149.5423706695,1448961.8109103441,1396497.2751504704,1789076.2050092518,1472457.9253689498,1620325.593603924,1347027.9238376245,1293940.666804202,1571337.2555312067,818293.4419201612,2197115.4349202067,1770919.5995463133,1185147.593514949,1557656.6871741265,1421986.1860347092,1321558.4148766398
12.75,1169294.5692543685,1628681.5627932698,1378253.2026721537,1562027.1413956434,1547634.3064057678,1349728.7932424396,1718091.6421700865,1554592.2198357284,1699285.734934926,1477256.9694901407,1440305.949922718,1522031.1874583215,1542374.1447788626,1537908.4481604844,1312181.200470589,1132081.3320277408,1451284.9756658077,961049.5608494803,2054179.1925090998,1565933.6476518363,1234574.4257549942,1526598.208368972,1375220.2973775417,1325634.8484259546
13.0,1361232.8361783773,1342119.7497014552,1189710.823202312,1316691.7883702964,1841867.7604771107,1473010.0835140198,1410450.5820719898,1349452.0350827426,1687693.0201742053,1399915.6621808186,1489061.9282265157,1639122.7398795336,1311017.8333401084,1535411.687534675,1274972.7916879877,1257086.7693413123,1243857.6167445034,1175967.350151956,2142885.3457620293,1564299.0954138339,1354566.6467977315,1293921.8401935995,1233408.0747796148,1278240.4159154743
13.25,1085790.8745505512,1543752.2754848301,1338410.454966545,1380062.8849775195,1432327.1718139648,1548362.9161321074,1535118.1082050204,1418919.4983470887,1631106.9415041953,1596821.9928757623,1388119.2064559385,1868557.0667814612,1542820.3921138197,1349862.401098296,1404650.4658177495,1068956.1926291063,1260930.7508066446,1425470.7035398632,1868190.8363925368,2085264.5433368534,1421691.009365067,1071203.405482918,1205475.8323832303,1283095.577111274
13.5,1126113.598008275,1417886.2844791263,1351104.3413098454,1543313.0324481279,1476005.6369054392,1743119.1694681346,1576796.5779024512,1368205.0459714234,1527449.70005849,1663710.4419891834,1536582.7379857674,1819093.5170011222,1451227.7149446607,1331218.5503976792,1409522.748530969,1261662.0841025487,1459953.0730204135,1633702.377308771,2172877.928646341,2220772.137855172,1213902.2456705123,1274828.1436571777,1157352.2489065528,1520625.482152313
13.75,1134753.9671222866,1305248.242412269,1418373.119334221,1496117.909923926,1265863.4688792229,1559405.3671865165,1497625.8791612387,1198329.0026896894,1495193.1872520596,1665809.2144491747,1495583.5517620966,1506417.6957947165,1470267.5611227155,1298592.7861328125,1245301.2751387954,1185860.168776691,1197460.7274795473,2321360.3096158206,2709069.4593645036,2129349.0454291105,1297456.4456528574,1133225.7414111048,1220508.1305263788,1340154.2971009612
14.0,1391893.9510434866,1384548.1276981384,1198257.6330073029,1320318.818499729,1299172.4268678725,1615012.9662359357,1350922.0145106763,1323301.5936287642,1481911.9775116146,1703304.9169843048,1519921.582588166,2037457.2066250294,1357325.1511407942,1285423.8156042397,1503700.8624741286,1373757.5844824314,1081309.6416419,1686048.850771889,1849869.4688587785,1919200.9992892742,1414204.3591273725,1213098.967440486,1225488.2017742544,1269182.4566147178
